recid,location,event,eventType,xcoord,ycoord,dt,_date,_time,lon,lat
3817,9500 BLOCK OF 7TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12152198.55,3506552.71,15:42.0,10/9/2013,15:42.0,-76.209977,36.930995
3818,9600 BLOCK OF 7TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12152430.75,3507331.207,16:10.0,10/9/2013,16:10.0,-76.209119,36.933117
3819,HAMPTON BOULEVARD & MAGNOLIA AVENUE,Heavy Rain (10/9/2013),Flooded street,12125298.5,3492868.75,56:29.0,10/9/2013,56:29.0,-76.303074,36.895176
3820,E VIRGINIA BEACH BOULEVARD & GRANBY STREET,Heavy Rain (10/9/2013),Flooded street,12129949,3479428.5,57:43.0,10/9/2013,57:43.0,-76.288252,36.857973
3821,4TH VIEW STREET & W OCEAN VIEW AVENUE,Heavy Rain (10/9/2013),Flooded street,12137042,3516670,58:10.0,10/9/2013,58:10.0,-76.260997,36.959773
3823,BEAUMONT STREET & MODOC AVENUE,Heavy Rain (10/9/2013),Flooded street,12146053,3508493.25,59:02.0,10/9/2013,59:02.0,-76.230837,36.93673
3824,SHORE DRIVE & PLEASANT AVENUE,Heavy Rain (10/9/2013),Flooded street,12157711,3505749.875,59:49.0,10/9/2013,59:49.0,-76.191191,36.928421
3825,9600 BLOCK OF 8TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12152756.41,3507235.551,00:47.0,10/9/2013,00:47.0,-76.208013,36.932832
3826,9600 BLOCK OF 9TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12153092.97,3507136.884,01:23.0,10/9/2013,01:23.0,-76.20687,36.932539
3827,9600 BLOCK OF 10TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12153421.32,3507041.306,01:41.0,10/9/2013,01:41.0,-76.205755,36.932255
3828,9600 BLOCK OF 11TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12153752.32,3506943.258,01:57.0,10/9/2013,01:57.0,-76.204631,36.931963
3829,9600 BLOCK OF 13TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12154411.3,3506748.536,03:01.0,10/9/2013,03:01.0,-76.202393,36.931385
3830,9600 BLOCK OF 14TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12154771.09,3506642.1,03:25.0,10/9/2013,03:25.0,-76.201171,36.931068
3831,9600 BLOCK OF 15TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12155117.45,3506544.477,03:43.0,10/9/2013,03:43.0,-76.199995,36.930777
3832,9600 BLOCK OF 17TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12155791.32,3506389.886,04:29.0,10/9/2013,04:29.0,-76.197703,36.930307
3833,9600 BLOCK OF 18TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12156147,3506323.75,04:47.0,10/9/2013,04:47.0,-76.196492,36.930102
3834,9600 BLOCK OF 19TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12156515.19,3506271.604,05:02.0,10/9/2013,05:02.0,-76.195237,36.929934
3835,9600 BLOCK OF 20TH BAY STREET,Heavy Rain (10/9/2013),Flooded street,12156849.48,3506200.253,05:22.0,10/9/2013,05:22.0,-76.1941,36.929716
3836,E LITTLE CREEK ROAD & GALVESTON BOULEVARD,Heavy Rain (10/9/2013),Flooded street,12137154.5,3501490.75,55:51.0,10/9/2013,55:51.0,-76.261843,36.918086
3837,BOUSH STREET & W OLNEY ROAD,Heavy Rain (10/9/2013),Flooded street,12129207,3478802.5,38:59.0,10/9/2013,38:59.0,-76.290838,36.856302
3838,MAY AVENUE & TIDEWATER DRIVE,Heavy Rain (10/9/2013),Flooded street,12133264,3475710,07:24.0,10/10/2013,07:24.0,-76.277224,36.847549
3839,100 BLOCK OF PARK AVENUE,Heavy Rain (10/9/2013),Flooded street,12132791.15,3474403.083,15:53.0,10/10/2013,15:53.0,-76.278945,36.843991
3847,CONNECTICUT AVENUE & LLEWELLYN AVENUE,Heavy Rain (10/9/2013),Flooded underpass,12131398,3489536,32:24.0,10/10/2013,32:24.0,-76.28249,36.885633
3848,1520 E OCEAN VIEW AVENUE,Heavy Rain (10/9/2013),Flooded street,12146420.48,3510211.463,46:26.0,10/10/2013,46:26.0,-76.229439,36.941424
3850,18TH BAY STREET & PLEASANT AVENUE,Heavy Rain (10/9/2013),Flooded street,12156094,3505998,42:26.0,10/10/2013,42:26.0,-76.1967,36.929211
3882,2100 COLLEY AVENUE,Heavy Rain (5/16/2014),Flooded street,12127656.86,3484139.473,41:56.0,5/16/2014,41:56.0,-76.295709,36.871056
3883,3500 COLONIAL AVENUE,Heavy Rain (5/16/2014),Flooded street,12129737.07,3486871.986,47:35.0,5/16/2014,47:35.0,-76.288381,36.878425
3884,9600 BLOCK OF BEACH VIEW STREET,Heavy Rain (5/16/2014),Flooded street,12144377.63,3510860.033,48:51.0,5/16/2014,48:51.0,-76.236374,36.94334
3885,300 E LITTLE CREEK ROAD,Heavy Rain (5/16/2014),Flooded street,12136176.66,3501436.65,52:30.0,5/16/2014,52:30.0,-76.265192,36.918001
3886,1000 BLOCK OF PARK AVENUE,Heavy Rain (5/16/2014),Flooded street,12136757.12,3477562.641,54:51.0,5/16/2014,54:51.0,-76.26514,36.852409
3887,3800 BLOCK OF HAMPTON BOULEVARD,Heavy Rain (5/16/2014),Flooded street,12125702.26,3487384.788,01:05.0,5/16/2014,01:05.0,-76.302131,36.880092
3888,3500 BLOCK OF COLONIAL AVENUE,Heavy Rain (5/16/2014),Flooded street,12129692.43,3486912.567,15:44.0,5/16/2014,15:44.0,-76.28853,36.87854
3889,CORPREW AVENUE & MADISON AVENUE,Heavy Rain (5/16/2014),Flooded street,12136541,3476881.25,16:28.0,5/16/2014,16:28.0,-76.265933,36.850552
3890,1500 BLOCK OF E OCEAN VIEW AVENUE,Heavy Rain (5/16/2014),Flooded street,12146336.52,3510066.577,19:21.0,5/16/2014,19:21.0,-76.229738,36.941032
3891,E BRAMBLETON AVENUE & SAINT PAULS BOULEVARD,Heavy Rain (5/16/2014),Flooded street,12130817,3477971.625,20:31.0,5/16/2014,20:31.0,-76.285403,36.853917
3892,GUY AVENUE & TIDEWATER DRIVE,Heavy Rain (5/16/2014),Flooded street,12138967,3498836,23:58.0,5/16/2014,23:58.0,-76.255861,36.910678
3893,E VIRGINIA BEACH BOULEVARD & MONTICELLO AVENUE,Heavy Rain (5/16/2014),Flooded street,12130305,3479539.25,24:52.0,5/16/2014,24:52.0,-76.287027,36.858254
3894,1100 BLOCK OF COLLEY AVENUE,Heavy Rain (5/16/2014),Flooded street,12126656,3482093.5,27:41.0,5/16/2014,27:41.0,-76.299292,36.865502
3895,1200 BLOCK OF COLONIAL AVENUE,Heavy Rain (5/16/2014),Flooded street,12128222.3,3481596.226,28:47.0,5/16/2014,28:47.0,-76.293979,36.864036
3896,GOFF STREET & MALTBY AVENUE,Heavy Rain (5/16/2014),Flooded street,12136069,3479139.25,37:06.0,5/16/2014,37:06.0,-76.267364,36.856783
3897,900 BLOCK OF NORFOLK SQUARE,Heavy Rain (5/16/2014),Flooded street,12145979.4,3478573.951,38:49.0,5/16/2014,38:49.0,-76.233547,36.854582
3898,HOLT STREET & REILLY STREET,Heavy Rain (5/16/2014),Flooded street,12132019,3475483,41:40.0,5/16/2014,41:40.0,-76.281496,36.847006
3899,9600 BLOCK OF 4TH VIEW STREET,Heavy Rain (5/16/2014),Flooded street,12136613.93,3516198.677,56:36.0,5/16/2014,56:36.0,-76.2625,36.958507
3901,5TH BAY STREET & E OCEAN VIEW AVENUE,Heavy Rain (5/16/2014),Flooded street,12151859,3507840.5,00:46.0,5/16/2014,00:46.0,-76.211032,36.934553
3902,GRANBY STREET & LLEWELLYN AVENUE,Heavy Rain (5/16/2014),Flooded street,12131873,3490069.75,01:55.0,5/16/2014,01:55.0,-76.280823,36.887068
3903,CAPEVIEW AVENUE & E BAYVIEW BOULEVARD,Heavy Rain (5/16/2014),Flooded street,12147720,3507064.25,04:35.0,5/16/2014,04:35.0,-76.225253,36.932696
3905,225 W OLNEY ROAD,Heavy Rain (5/16/2014),Flooded street,12128932,3478677.5,52:39.0,5/16/2014,52:39.0,-76.291788,36.855976
3906,BOUSH STREET & W OLNEY ROAD,Heavy Rain (5/16/2014),Flooded street,12129207,3478802.5,58:46.0,5/16/2014,58:46.0,-76.290838,36.856302
3907,COLLEY AVENUE & W 21ST STREET,Heavy Rain (5/16/2014),Flooded underpass,12127540.5,3484089,00:05.0,5/16/2014,00:05.0,-76.296111,36.870925
3908,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Heavy Rain (5/16/2014),Flooded street,12134008,3478239.25,11:52.0,5/16/2014,11:52.0,-76.274478,36.854445
3909,8100 BLOCK OF HAMPTON BOULEVARD,Heavy Rain (5/16/2014),Flooded street,12120806,3504252.5,32:49.0,5/16/2014,32:49.0,-76.317533,36.926721
3911,1100 BLOCK OF PARK AVENUE,Heavy Rain (5/16/2014),Flooded street,12136820.51,3477719.545,45:49.0,5/16/2014,45:49.0,-76.264911,36.852836
3912,HANSON AVENUE & GOFF STREET,Heavy Rain (5/16/2014),Flooded street,12135792.5,3479229.75,02:26.0,5/16/2014,02:26.0,-76.268301,36.85705
3913,MUNSON STREET & W 26TH STREET,Heavy Rain (5/16/2014),Flooded street,12128490,3485115.5,02:49.0,5/16/2014,02:49.0,-76.292783,36.873682
3914,E VIRGINIA BEACH BOULEVARD & CHURCH STREET,Heavy Rain (5/16/2014),Flooded street,12132603.5,3478913.375,04:53.0,5/16/2014,04:53.0,-76.279223,36.856387
3915,E VIRGINIA BEACH BOULEVARD & SAINT PAUL STREET,Heavy Rain (5/16/2014),Flooded street,12131813,3479256.5,05:14.0,5/16/2014,05:14.0,-76.281897,36.857381
3916,HAMPTON BOULEVARD & W PRINCESS ANNE ROAD,Heavy Rain (5/16/2014),Flooded street,12126256,3482417,10:50.0,5/16/2014,10:50.0,-76.300634,36.866416
3917,35TH STREET & COLONIAL AVENUE,Heavy Rain (5/16/2014),Flooded street,12129704,3486781.75,11:15.0,5/16/2014,11:15.0,-76.288501,36.87818
3918,LLEWELLYN AVENUE & SHIRLEY AVENUE,Heavy Rain (5/16/2014),Flooded street,12129725,3481565.875,55:04.0,5/16/2014,55:04.0,-76.288847,36.863856
3919,300 BLOCK OF SHIRLEY AVENUE,Heavy Rain (5/16/2014),Flooded street,12129258.72,3481752.757,55:30.0,5/16/2014,55:30.0,-76.290425,36.864399
3925,719 DUNE STREET,unnamed  (6/9/2014),Flooded street,12141631,3508268.751,16:02.0,6/9/2014,16:02.0,-76.245981,36.936405
4051,18TH STREET & GRANBY STREET,Thunderstorms (6/19/2014),Flooded street,12130508,3482102.5,49:33.0,6/20/2014,49:33.0,-76.286128,36.865279
4052,E PRINCESS ANNE ROAD & GRANBY STREET,Thunderstorms (6/19/2014),Flooded street,12130003,3480502,51:09.0,6/20/2014,51:09.0,-76.287982,36.860917
4054,1300 BLOCK OF BOTETOURT GARDENS,Thunderstorms (6/19/2014),Flooded street,12129114.12,3481508.935,54:16.0,6/20/2014,54:16.0,-76.290939,36.863739
4055,LLEWELLYN AVENUE & SHIRLEY AVENUE,Thunderstorms (6/19/2014),Flooded street,12129725,3481565.875,55:20.0,6/20/2014,55:20.0,-76.288847,36.863856
4056,600 BLOCK OF BOTETOURT GARDENS,Thunderstorms (6/19/2014),Flooded street,12128041.65,3479595.137,59:37.0,6/20/2014,59:37.0,-76.294757,36.858553
4062,4TH VIEW STREET & W OCEAN VIEW AVENUE,Arthur (7/3/2014),Flooded street,12137042,3516670,18:02.0,7/4/2014,18:02.0,-76.260997,36.959773
4063,6700 BLOCK OF AZALEA GARDEN ROAD,Arthur (7/3/2014),Flooded street,12152671.5,3497460.419,46:40.0,7/4/2014,46:40.0,-76.209115,36.905997
4064,8100 SHORE DRIVE,Arthur (7/3/2014),Flooded street,12157504.22,3503087.027,33:23.0,7/4/2014,33:23.0,-76.192121,36.921124
4066,7900 BLOCK OF HAMPTON BOULEVARD,Arthur (7/3/2014),Flooded street,12121616.64,3502591.604,53:58.0,7/4/2014,53:58.0,-76.314892,36.922109
4067,8000 BLOCK OF HAMPTON BOULEVARD,Arthur (7/3/2014),Flooded street,12120973.36,3503651.178,54:35.0,7/4/2014,54:35.0,-76.317008,36.925059
4068,8100 BLOCK OF HAMPTON BOULEVARD,Arthur (7/3/2014),Flooded street,12120806,3504252.5,55:09.0,7/4/2014,55:09.0,-76.317533,36.926721
4069,8100 BLOCK OF SHORE DRIVE,Arthur (7/3/2014),Flooded street,12157538.33,3504058.999,55:39.0,7/4/2014,55:39.0,-76.191923,36.92379
4070,19TH BAY STREET & PLEASANT AVENUE,Arthur (7/3/2014),Flooded street,12156459.71,3505945.722,30:50.0,7/4/2014,30:50.0,-76.195454,36.929043
4130,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Thunderstorms (7/9/2014),Flooded underpass,12134008,3478239.25,03:37.0,7/9/2014,03:37.0,-76.274478,36.854445
4131,900 BLOCK OF E OCEAN VIEW AVENUE,Thunderstorms (7/9/2014),Flooded street,12142917.5,3512446.369,04:14.0,7/9/2014,04:14.0,-76.241239,36.947791
4185,E FREEMASON STREET & GRANBY STREET,7/10 Thunderstorms (7/10/2014),Flooded street,12129546,3476950.75,13:19.0,7/10/2014,13:19.0,-76.289828,36.851195
4186,100 BLOCK OF E FREEMASON STREET,7/10 Thunderstorms (7/10/2014),Flooded street,12129675.74,3476901.346,14:15.0,7/10/2014,14:15.0,-76.289388,36.851051
4190,AZALEA GARDEN ROAD & E VIRGINIA BEACH BOULEVARD,7/10 Thunderstorms (7/10/2014),Flooded street,12146311,3479089.5,22:45.0,7/10/2014,22:45.0,-76.232371,36.855976
4191,100 BLOCK OF PARK AVENUE,7/10 Thunderstorms (7/10/2014),Flooded street,12132791.15,3474403.083,23:31.0,7/10/2014,23:31.0,-76.278945,36.843991
4192,W FREEMASON STREET & GRANBY STREET,7/10 Thunderstorms (7/10/2014),Flooded street,12129546,3476950.75,24:43.0,7/10/2014,24:43.0,-76.289828,36.851195
4193,E PRINCESS ANNE ROAD & INGLESIDE ROAD,7/10 Thunderstorms (7/10/2014),Flooded street,12142817.5,3481606.375,25:24.0,7/10/2014,25:24.0,-76.244103,36.863117
4194,CHESAPEAKE BOULEVARD & CROMWELL ROAD,7/10 Thunderstorms (7/10/2014),Flooded street,12140363.5,3486228.25,26:39.0,7/10/2014,26:39.0,-76.252113,36.875968
4195,MONTICELLO AVENUE & E CITY HALL AVENUE,7/10 Thunderstorms (7/10/2014),Flooded street,12129382,3475701.25,27:51.0,7/10/2014,27:51.0,-76.290488,36.847775
4199,BAGNALL ROAD & TIDEWATER DRIVE,7/10 Thunderstorms (7/10/2014),Flooded street,12133844,3477855.75,33:06.0,7/10/2014,33:06.0,-76.27507,36.853403
4201,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,7/10 Thunderstorms (7/10/2014),Flooded street,12134008,3478239.25,34:35.0,7/10/2014,34:35.0,-76.274478,36.854445
4202,E BRAMBLETON AVENUE & PARK AVENUE,7/10 Thunderstorms (7/10/2014),Flooded street,12135220,3475405.25,35:26.0,7/10/2014,35:26.0,-76.270566,36.846585
4203,2300 BLOCK OF CROMWELL ROAD,7/10 Thunderstorms (7/10/2014),Flooded street,12141412.85,3481864.997,37:19.0,7/10/2014,37:19.0,-76.248882,36.863919
4204,LEAD STREET & E PRINCESS ANNE ROAD,7/10 Thunderstorms (7/10/2014),Flooded street,12136971,3478094,37:48.0,7/10/2014,37:48.0,-76.264366,36.853854
4205,E PRINCESS ANNE ROAD & TIDEWATER DRIVE,7/10 Thunderstorms (7/10/2014),Flooded street,12134268,3479018.875,38:27.0,7/10/2014,38:27.0,-76.273527,36.856569
4206,CHESAPEAKE BOULEVARD & LAFAYETTE BOULEVARD,7/10 Thunderstorms (7/10/2014),Flooded street,12139979.5,3485952.375,39:07.0,7/10/2014,39:07.0,-76.253447,36.875236
4207,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,7/10 Thunderstorms (7/10/2014),Flooded street,12136628.5,3477394.625,39:42.0,7/10/2014,39:42.0,-76.265593,36.851956
4208,CROMWELL ROAD & TAIT TERRACE,7/10 Thunderstorms (7/10/2014),Flooded street,12141095,3483362.5,40:13.0,7/10/2014,40:13.0,-76.249846,36.868052
4209,INGLESIDE ROAD & DENVER AVENUE,7/10 Thunderstorms (7/10/2014),Flooded street,12142040,3482385.5,40:41.0,7/10/2014,40:41.0,-76.246696,36.865307
4210,1200 BLOCK OF COLONIAL AVENUE,7/10 Thunderstorms (7/10/2014),Flooded street,12128222.3,3481596.226,41:20.0,7/10/2014,41:20.0,-76.293979,36.864036
4211,225 W OLNEY ROAD,7/10 Thunderstorms (7/10/2014),Flooded street,12128932,3478677.5,42:40.0,7/10/2014,42:40.0,-76.291788,36.855976
4212,3755 E VIRGINIA BEACH BOULEVARD,7/10 Thunderstorms (7/10/2014),Flooded street,12146080.11,3478740.945,43:09.0,7/10/2014,43:09.0,-76.233189,36.855034
4213,W OLNEY ROAD & W VIRGINIA BEACH BOULEVARD,7/10 Thunderstorms (7/10/2014),Flooded street,12128851.37,3478992.195,43:46.0,7/10/2014,43:46.0,-76.292038,36.856846
4218,E BRAMBLETON AVENUE & TIDEWATER DRIVE,7/10 Thunderstorms (7/10/2014),Flooded underpass,12133519.87,3476716,49:49.0,7/10/2014,49:49.0,-76.276269,36.850294
4220,BLOW STREET & GRAYDON AVENUE,7/10 Thunderstorms (7/10/2014),Flooded street,12127655.5,3481376.375,53:56.0,7/10/2014,53:56.0,-76.295934,36.863469
4221,105 MIDTOWN TUNNEL,7/10 Thunderstorms (7/10/2014),Flooded street,12123812,3480562.5,56:23.0,7/10/2014,56:23.0,-76.309133,36.86148
4223,198 BANK STREET,7/10 Thunderstorms (7/10/2014),Flooded street,12129913,3475576.25,58:08.0,7/10/2014,58:08.0,-76.288684,36.847398
4228,3500 BLOCK OF SEWELLS POINT ROAD,7/10 Thunderstorms (7/10/2014),Flooded street,12144911.22,3490053.955,39:15.0,7/10/2014,39:15.0,-76.236256,36.886175
4229,900 BLOCK OF MERRIMAC AVENUE,7/10 Thunderstorms (7/10/2014),Flooded street,12140378.85,3476969.876,40:31.0,7/10/2014,40:31.0,-76.252813,36.850546
4231,COLLEY AVENUE & W 27TH STREET,7/10 Thunderstorms (7/10/2014),Flooded street,12127824.5,3485625.75,41:36.0,7/10/2014,41:36.0,-76.295017,36.875126
4232,700 BLOCK OF SPOTSWOOD AVENUE,7/10 Thunderstorms (7/10/2014),Flooded street,12127519.63,3483098.37,42:47.0,7/10/2014,42:47.0,-76.296261,36.868206
4235,COLLEY AVENUE & W 22ND STREET,7/10 Thunderstorms (7/10/2014),Flooded underpass,12127641,3484353.5,48:20.0,7/10/2014,48:20.0,-76.295746,36.871645
4237,2400 BLOCK OF HEMLOCK STREET,7/10 Thunderstorms (7/10/2014),Flooded street,12144307.26,3484420.813,13:31.0,7/10/2014,13:31.0,-76.238782,36.870747
4238,1060 CHARLNEY AVENUE,7/10 Thunderstorms (7/10/2014),Flooded street,12156368.08,3479950.305,19:46.0,7/10/2014,19:46.0,-76.197936,36.857671
4239,E VIRGINIA BEACH BOULEVARD & MONTICELLO AVENUE,7/10 Thunderstorms (7/10/2014),Flooded street,12130305,3479539.25,25:51.0,7/10/2014,25:51.0,-76.287027,36.858254
4240,E VIRGINIA BEACH BOULEVARD & SAINT PAUL STREET,7/10 Thunderstorms (7/10/2014),Flooded street,12131813,3479256.5,26:48.0,7/10/2014,26:48.0,-76.281897,36.857381
4241,700 BLOCK OF MONTICELLO AVENUE,7/10 Thunderstorms (7/10/2014),Flooded street,12130388.27,3478548.296,27:57.0,7/10/2014,27:57.0,-76.286822,36.855528
4243,E PRINCESS ANNE ROAD & MONTICELLO AVENUE,7/10 Thunderstorms (7/10/2014),Flooded street,12130363,3480389.25,32:20.0,7/10/2014,32:20.0,-76.286761,36.860584
4245,LLEWELLYN AVENUE & SHIRLEY AVENUE,7/10 Thunderstorms (7/10/2014),Flooded street,12129725,3481565.875,41:48.0,7/10/2014,41:48.0,-76.288847,36.863856
4247,DEBREE AVENUE & W PRINCESS ANNE ROAD,7/10 Thunderstorms (7/10/2014),Flooded street,12128397,3481286.25,43:59.0,7/10/2014,43:59.0,-76.293407,36.863174
4264,HAMPTON BOULEVARD & W 21ST STREET,unnamed  (7/24/2014),Flooded street,12125899,3484890.75,29:25.0,7/24/2014,29:25.0,-76.301657,36.873231
4265,HAMPTON BOULEVARD & W 21ST STREET,unnamed  (7/24/2014),Flooded underpass,12125899,3484890.75,29:25.0,7/24/2014,29:25.0,-76.301657,36.873231
4266,COLONIAL AVENUE & W 21ST STREET,unnamed  (7/24/2014),Flooded street,12128795,3483412,31:07.0,7/24/2014,31:07.0,-76.291877,36.868985
4267,BLUESTONE AVENUE & 49TH STREET,unnamed  (7/24/2014),Flooded street,12124520,3490101.75,31:41.0,7/24/2014,31:41.0,-76.305956,36.887628
4268,8000 BLOCK OF HAMPTON BOULEVARD,unnamed  (7/24/2014),Flooded street,12120973.36,3503651.178,32:28.0,7/24/2014,32:28.0,-76.317008,36.925059
4269,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,unnamed  (7/24/2014),Flooded street,12134008,3478239.25,33:35.0,7/24/2014,33:35.0,-76.274478,36.854445
4270,TIDEWATER DRIVE & CENTRAL BUSINESS PARK DRIVE,unnamed  (7/24/2014),Flooded street,12139112.21,3499408.813,40:30.0,7/24/2014,40:30.0,-76.255318,36.912242
4271,800 BLOCK OF E OCEAN VIEW AVENUE,unnamed  (7/24/2014),Flooded street,12142539,3512766.75,43:55.0,7/24/2014,43:55.0,-76.242508,36.948696
4272,7900 BLOCK OF HAMPTON BOULEVARD,unnamed  (7/24/2014),Flooded street,12121616.64,3502591.604,47:00.0,7/24/2014,47:00.0,-76.314892,36.922109
4273,9600 BLOCK OF TIDEWATER DRIVE,unnamed  (7/24/2014),Flooded street,12137756.66,3515885.915,47:28.0,7/24/2014,47:28.0,-76.258615,36.957574
4274,HAMPTON BOULEVARD & TERMINAL BOULEVARD,unnamed  (7/24/2014),Flooded street,12122989.5,3501066.875,47:53.0,7/24/2014,47:53.0,-76.310318,36.917835
4275,E BRAMBLETON AVENUE & ROSWELL AVENUE,unnamed  (7/24/2014),Flooded street,12133142,3477128.25,48:41.0,7/24/2014,48:41.0,-76.277527,36.851451
4276,W LITTLE CREEK ROAD & RUTHVEN ROAD,unnamed  (7/24/2014),Flooded street,12130156,3500612.75,59:40.0,7/24/2014,59:40.0,-76.285847,36.916129
4277,DUKE STREET & W OLNEY ROAD,unnamed  (7/24/2014),Flooded street,12128851.37,3478992.195,10:53.0,7/24/2014,10:53.0,-76.292038,36.856846
4278,BOUSH STREET & W OLNEY ROAD,unnamed  (7/24/2014),Flooded street,12129207,3478802.5,11:28.0,7/24/2014,11:28.0,-76.290838,36.856302
4279,COLONIAL AVENUE & W PRINCESS ANNE ROAD,unnamed  (7/24/2014),Flooded street,12128169,3481427,13:43.0,7/24/2014,13:43.0,-76.294175,36.863575
4280,TIDEWATER DRIVE & BAPAUME AVENUE,unnamed  (7/24/2014),Flooded street,12137756,3489421,20:23.0,7/24/2014,20:23.0,-76.260766,36.884905
4283,JOHNSTONS ROAD & NORTH GATE DRIVE,unnamed  (7/24/2014),Flooded street,12144305.5,3497907.75,08:03.0,7/26/2014,08:03.0,-76.237683,36.90778
4292,GRANBY STREET & TIDEWATER DRIVE,AUG 18 2014 (8/18/2014),Flooded underpass,12138067.5,3512026,03:45.0,8/18/2014,03:45.0,-76.257865,36.946955
4295,2600 BLOCK OF GOSNOLD AVENUE,Thunderstorm (9/4/2014),Flooded street,12128294.93,3485324.398,10:45.0,9/4/2014,10:45.0,-76.293433,36.874269
4296,2600 BLOCK OF COLLEY AVENUE,Thunderstorm (9/4/2014),Flooded street,12127842.18,3485484.404,11:52.0,9/4/2014,11:52.0,-76.294968,36.874737
4299,HAMPTON BOULEVARD & JAMESTOWN CRESCENT,Thunderstorm (9/4/2014),Flooded street,12125333,3493946,14:43.0,9/4/2014,14:43.0,-76.302871,36.898132
4301,4900 BLOCK OF POWHATAN AVENUE,Thunderstorm (9/4/2014),Flooded street,12122527.4,3490095.868,18:08.0,9/4/2014,18:08.0,-76.312768,36.887739
4302,4900 BLOCK OF HAMPTON BOULEVARD,Thunderstorm (9/4/2014),Flooded street,12125487.5,3490162.125,19:29.0,9/4/2014,19:29.0,-76.302644,36.887732
4306,MONTICELLO AVENUE & E FREEMASON STREET,Rainy Monday (9/8/2014),Flooded street,12129805.48,3476851.942,45:03.0,9/8/2014,45:03.0,-76.288949,36.850907
4307,LLEWELLYN AVENUE & SHIRLEY AVENUE,Rainy Monday (9/8/2014),Flooded street,12129725,3481565.875,47:40.0,9/8/2014,47:40.0,-76.288847,36.863856
4308,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE,Rainy Monday (9/8/2014),Flooded street,12134008,3478239.25,53:17.0,9/8/2014,53:17.0,-76.274478,36.854445
4309,E VIRGINIA BEACH BOULEVARD & PARK AVENUE,Rainy Monday (9/8/2014),Flooded street,12136628.5,3477394.625,53:45.0,9/8/2014,53:45.0,-76.265593,36.851956
4310,BELLMORE AVENUE & E VIRGINIA BEACH BOULEVARD,Rainy Monday (9/8/2014),Flooded street,12141202,3477755.25,14:23.0,9/8/2014,14:23.0,-76.249937,36.852648
4311,GOSNOLD AVENUE & W 26TH STREET,Rainy Monday (9/8/2014),Flooded street,12128252,3485195.75,15:03.0,9/8/2014,15:03.0,-76.29359,36.873918
4314,700 BLOCK OF BALLENTINE BOULEVARD,Rainy Monday (9/8/2014),Flooded street,12140489.04,3475007.122,26:36.0,9/8/2014,26:36.0,-76.252597,36.845149
4315,COLLEY AVENUE & W 21ST STREET,Rainy Monday (9/8/2014),Flooded underpass,12127540.5,3484089,47:52.0,9/8/2014,47:52.0,-76.296111,36.870925
4316,LIGON STREET & W BERKLEY AVENUE,Rainy Monday (9/8/2014),Flooded street,12130041,3470020.75,48:22.0,9/8/2014,48:22.0,-76.288691,36.832135
4317,E VIRGINIA BEACH BOULEVARD & MONTICELLO AVENUE,Rainy Monday (9/8/2014),Flooded street,12130305,3479539.25,48:47.0,9/8/2014,48:47.0,-76.287027,36.858254
4318,700 BLOCK OF MONTICELLO AVENUE,Rainy Monday (9/8/2014),Flooded street,12130388.27,3478548.296,54:19.0,9/8/2014,54:19.0,-76.286822,36.855528
4319,E BRAMBLETON AVENUE & TIDEWATER DRIVE,Rainy Monday (9/8/2014),Flooded street,12133519.87,3476716,55:23.0,9/8/2014,55:23.0,-76.276269,36.850294
4320,COLONIAL AVENUE & GRAYDON AVENUE,Rainy Monday (9/8/2014),Flooded street,12128066.5,3481154.875,59:38.0,9/8/2014,59:38.0,-76.294547,36.862834
4321,COLONIAL AVENUE & W PRINCESS ANNE ROAD,Rainy Monday (9/8/2014),Flooded street,12128169,3481427,01:06.0,9/8/2014,01:06.0,-76.294175,36.863575
4322,E BRAMBLETON AVENUE & ROSWELL AVENUE,Rainy Monday (9/8/2014),Flooded street,12133142,3477128.25,05:13.0,9/8/2014,05:13.0,-76.277527,36.851451
4323,CHURCH STREET & GOFF STREET,Rainy Monday (9/8/2014),Flooded street,12132948.5,3480008.625,05:37.0,9/8/2014,05:37.0,-76.277956,36.859372
4324,DEBREE AVENUE & W PRINCESS ANNE ROAD,Rainy Monday (9/8/2014),Flooded street,12128397,3481286.25,17:47.0,9/8/2014,17:47.0,-76.293407,36.863174
